claim_id,evidence_doc_id,object,predicate,source_id,subject_id
da1c273b-3468-5589-84e8-384509120f26,c98c4bce-e10d-5123-8459-690fa8e9c0a2,https://classic.battle.net/diablo2exp/quests/,discovered_via,arreat-summit,6c3756c9-8856-5751-a036-ae2129279f8b
125830cc-5e2a-5bfc-9a84-a1855e528800,c98c4bce-e10d-5123-8459-690fa8e9c0a2,official,lane,arreat-summit,c98c4bce-e10d-5123-8459-690fa8e9c0a2
8034d437-049c-5767-9600-610abe8bd643,c98c4bce-e10d-5123-8459-690fa8e9c0a2,official,authority_tier,arreat-summit,c98c4bce-e10d-5123-8459-690fa8e9c0a2
b852cf90-96aa-5f5f-ba96-0fcc6c6f5934,bfad3a76-0860-51d0-8d46-45f988e51897,https://classic.battle.net/diablo2exp/maps/,discovered_via,arreat-summit,12dc5ddf-fc29-5c25-a335-4bc0dafc30a3
2c0604b9-5542-5562-8508-9acf158d7e21,bfad3a76-0860-51d0-8d46-45f988e51897,official,lane,arreat-summit,bfad3a76-0860-51d0-8d46-45f988e51897
6ec90786-8fea-5480-82cc-ba70a96787fa,bfad3a76-0860-51d0-8d46-45f988e51897,official,authority_tier,arreat-summit,bfad3a76-0860-51d0-8d46-45f988e51897
055031af-3cb1-53a5-a09b-7c8aaacbe069,1ee666a9-b948-5673-816d-d245499d68dd,structured_db,lane,diablo2-io,1ee666a9-b948-5673-816d-d245499d68dd
c5c2ac30-8993-56aa-b6d6-1b5ee607729a,1ee666a9-b948-5673-816d-d245499d68dd,structured_db,authority_tier,diablo2-io,1ee666a9-b948-5673-816d-d245499d68dd
9846262c-eb69-5bd7-94f3-d10e7cbac58d,3bc7ee73-de88-5607-8ce0-015022749b8f,structured_db,lane,diablo2-io,3bc7ee73-de88-5607-8ce0-015022749b8f
eed64141-48b0-5a3b-922d-eb5241239891,3bc7ee73-de88-5607-8ce0-015022749b8f,structured_db,authority_tier,diablo2-io,3bc7ee73-de88-5607-8ce0-015022749b8f
151fd0f3-72e6-5263-b49b-7c02e4c66208,65ef56de-0262-5303-ab66-27fe434c060b,structured_db,lane,diablo2-io,65ef56de-0262-5303-ab66-27fe434c060b
4f9c5a83-47b7-5bcf-8720-53253ca2052a,65ef56de-0262-5303-ab66-27fe434c060b,structured_db,authority_tier,diablo2-io,65ef56de-0262-5303-ab66-27fe434c060b
110501d6-2008-5411-9fda-16e64259b30e,33a0d5ca-f9e5-5ad6-85e3-ab51d47730bf,structured_db,lane,diablo2-io,33a0d5ca-f9e5-5ad6-85e3-ab51d47730bf
4dc0d933-c754-5b55-8dcc-69f0c9b11131,33a0d5ca-f9e5-5ad6-85e3-ab51d47730bf,structured_db,authority_tier,diablo2-io,33a0d5ca-f9e5-5ad6-85e3-ab51d47730bf
3f3f3d60-009a-55ed-b078-0360b4f23f1a,acb977a3-0e03-518a-92c0-c04c55da8dab,structured_db,lane,diablo2-io,acb977a3-0e03-518a-92c0-c04c55da8dab
3c4adf5c-cc12-5095-b083-2245a7cec9d5,acb977a3-0e03-518a-92c0-c04c55da8dab,structured_db,authority_tier,diablo2-io,acb977a3-0e03-518a-92c0-c04c55da8dab
4cf29d84-0ed0-5813-b04a-1f82ca42c1cf,f8ba2b6e-c9c5-5a8b-af64-8d6b9d56ff87,structured_db,lane,diablo2-io,f8ba2b6e-c9c5-5a8b-af64-8d6b9d56ff87
147fabb6-278a-514d-a63a-45d1244a436a,f8ba2b6e-c9c5-5a8b-af64-8d6b9d56ff87,structured_db,authority_tier,diablo2-io,f8ba2b6e-c9c5-5a8b-af64-8d6b9d56ff87
0b4da28a-3d68-5687-890f-22d07abbfe11,facd31cf-535a-5747-9590-cf8347416a95,structured_db,lane,diablo2-io,facd31cf-535a-5747-9590-cf8347416a95
5a33b834-1bfc-56b7-b04c-40a1ab4e40e0,facd31cf-535a-5747-9590-cf8347416a95,structured_db,authority_tier,diablo2-io,facd31cf-535a-5747-9590-cf8347416a95
4a6b125b-6c01-5e3e-8df0-b4e80f9d6c5f,a2564477-7e19-54db-9028-56d67ab37cd8,structured_db,lane,diablo2-io,a2564477-7e19-54db-9028-56d67ab37cd8
7218ec52-fb1c-53b7-82ac-dc08a38f7652,a2564477-7e19-54db-9028-56d67ab37cd8,structured_db,authority_tier,diablo2-io,a2564477-7e19-54db-9028-56d67ab37cd8
0925bee6-b8d2-563b-adc3-8b67b402f319,7fce8d96-aff7-589d-9f89-d23ff3fd06d5,structured_db,lane,diablo2-io,7fce8d96-aff7-589d-9f89-d23ff3fd06d5
0f489215-700d-55cb-b046-cf121d1a6540,7fce8d96-aff7-589d-9f89-d23ff3fd06d5,structured_db,authority_tier,diablo2-io,7fce8d96-aff7-589d-9f89-d23ff3fd06d5
52296e78-001c-53ed-8c55-0b07e7289fc7,fc04c06d-a9d3-5f77-8bf3-d5c2ebfd46f9,structured_db,lane,diablo2-io,fc04c06d-a9d3-5f77-8bf3-d5c2ebfd46f9
958b9825-82fb-5c65-9b5f-51bfc8e96b7b,fc04c06d-a9d3-5f77-8bf3-d5c2ebfd46f9,structured_db,authority_tier,diablo2-io,fc04c06d-a9d3-5f77-8bf3-d5c2ebfd46f9
9b5f05ae-c861-52d2-a419-593382eceac5,198e9dec-6e32-504d-93bb-a0901078e8e4,structured_db,lane,diablo2-io,198e9dec-6e32-504d-93bb-a0901078e8e4
97593658-a207-5eb4-b18a-3241ff2c4fe6,198e9dec-6e32-504d-93bb-a0901078e8e4,structured_db,authority_tier,diablo2-io,198e9dec-6e32-504d-93bb-a0901078e8e4
2da9df4c-2eed-590b-b024-0566ee72aa93,c575bca6-afac-54f0-be9b-26940f8a968f,https://raw.githubusercontent.com/blizzhackers/d2data/master/README.md,discovered_via,blizzhackers-d2data,19d24304-b055-5bf8-a081-84290a25b27b
7b2685b2-eb92-5411-8342-b01b0a9468c9,c575bca6-afac-54f0-be9b-26940f8a968f,open_data,lane,blizzhackers-d2data,c575bca6-afac-54f0-be9b-26940f8a968f
6c182510-1644-5bc9-9709-5fb2fe42fc2a,c575bca6-afac-54f0-be9b-26940f8a968f,structured_db,authority_tier,blizzhackers-d2data,c575bca6-afac-54f0-be9b-26940f8a968f
b230a69a-6e3f-5327-9f13-cfd71ef46b4c,75b222a7-1326-51d8-bc27-5eb6b934df3a,https://api.github.com/repos/blizzhackers/d2data/contents/,discovered_via,blizzhackers-d2data,628d09b8-dd86-5ff9-91bf-d58b0b6891e8
e15d3a2e-7489-53fb-ac54-b8db1da84868,75b222a7-1326-51d8-bc27-5eb6b934df3a,open_data,lane,blizzhackers-d2data,75b222a7-1326-51d8-bc27-5eb6b934df3a
4a0532b1-3388-5db1-8f39-961bd017c7dc,75b222a7-1326-51d8-bc27-5eb6b934df3a,structured_db,authority_tier,blizzhackers-d2data,75b222a7-1326-51d8-bc27-5eb6b934df3a
c4859d31-fed0-533f-940b-6c289127943e,623d1515-5325-5eea-835a-bc812557d6e3,https://api.github.com/repos/blizzhackers/d2data/contents/json,discovered_via,blizzhackers-d2data,7fc1d921-774e-5152-a265-f094a4e410cd
06d72c92-36b6-5d3d-b970-88b8aaad1c62,623d1515-5325-5eea-835a-bc812557d6e3,open_data,lane,blizzhackers-d2data,623d1515-5325-5eea-835a-bc812557d6e3
ac8d3250-80b7-56d8-a606-b5364e232ef9,623d1515-5325-5eea-835a-bc812557d6e3,structured_db,authority_tier,blizzhackers-d2data,623d1515-5325-5eea-835a-bc812557d6e3
3a43286a-560a-5283-a8bc-f6c62fb27bc5,d856af32-eb32-5b74-a124-61639b6a0f02,https://api.github.com/repos/blizzhackers/d2data/contents/txt,discovered_via,blizzhackers-d2data,491de5f6-1869-5911-88a7-481f727403d6
dcbdabc7-53bd-5e2d-8b3f-32d660f99784,d856af32-eb32-5b74-a124-61639b6a0f02,open_data,lane,blizzhackers-d2data,d856af32-eb32-5b74-a124-61639b6a0f02
afa4ec3f-8d72-582f-9f35-46f243eb273a,d856af32-eb32-5b74-a124-61639b6a0f02,structured_db,authority_tier,blizzhackers-d2data,d856af32-eb32-5b74-a124-61639b6a0f02
fe2e28fa-594d-52fc-ad27-427de18a393f,aac77696-0d4c-5192-a1c6-bd2aa0cae678,https://www.diablo-2.net/api/,discovered_via,diablo2-net-api,b65d2e30-ca3d-5893-b71e-2145685aafdb
dd0c7421-d7ec-51dc-b45e-179e058c9c57,aac77696-0d4c-5192-a1c6-bd2aa0cae678,api,lane,diablo2-net-api,aac77696-0d4c-5192-a1c6-bd2aa0cae678
ad65fc86-4e4a-502b-a135-7ab496c27925,aac77696-0d4c-5192-a1c6-bd2aa0cae678,structured_db,authority_tier,diablo2-net-api,aac77696-0d4c-5192-a1c6-bd2aa0cae678
2d64c844-c570-5151-ba66-0a5ed96a0425,aac77696-0d4c-5192-a1c6-bd2aa0cae678,true,api_requires_key,diablo2-net-api,aac77696-0d4c-5192-a1c6-bd2aa0cae678
9afdf9cb-f96e-5b5d-9d98-689b9842a348,8684d433-9ff7-56c7-b9a1-3f79dd61e378,https://www.diablo-2.net/api/items,discovered_via,diablo2-net-api,b99e5ef3-31bb-5f60-ad9b-203d6ba0c57d
513ee4ab-a28a-55e6-8267-39124d454ee1,8684d433-9ff7-56c7-b9a1-3f79dd61e378,api,lane,diablo2-net-api,8684d433-9ff7-56c7-b9a1-3f79dd61e378
466bc06a-e682-554c-b1d9-913f8edb4f4d,8684d433-9ff7-56c7-b9a1-3f79dd61e378,structured_db,authority_tier,diablo2-net-api,8684d433-9ff7-56c7-b9a1-3f79dd61e378
e8c4d7a0-eed3-5fe3-ac4c-756d4b01c3d1,7b435363-531e-52b2-949d-2fb5b36094a6,https://www.diablo-2.net/api/runes?item=ElRune&level=1,discovered_via,diablo2-net-api,1e12fd92-f131-58ca-94b8-18b4749586c0
bccabd40-7535-5fe7-8007-566fa46788cd,7b435363-531e-52b2-949d-2fb5b36094a6,api,lane,diablo2-net-api,7b435363-531e-52b2-949d-2fb5b36094a6
98a7af31-7814-5cbc-aa67-41faae3201fe,7b435363-531e-52b2-949d-2fb5b36094a6,structured_db,authority_tier,diablo2-net-api,7b435363-531e-52b2-949d-2fb5b36094a6
240d7331-8fbe-5d2a-affe-0ec3b21a9b5b,7b435363-531e-52b2-949d-2fb5b36094a6,true,api_requires_key,diablo2-net-api,7b435363-531e-52b2-949d-2fb5b36094a6
1529b8c9-1944-57e0-b438-eda76bf943f5,efdcb777-4164-5b05-a83f-5a643d3e593a,https://www.diablo-2.net/api/unique-items?item=TheGrandFather&base-item=colossus_blade&class=Assassin&level=55&strength=75&dexterity=75&theme=d2r&identified=yes&output=json,discovered_via,diablo2-net-api,c9eb4129-4857-5618-bac7-05f6ce74a559
8e513e1f-feb0-5944-915a-4662480c73d7,efdcb777-4164-5b05-a83f-5a643d3e593a,api,lane,diablo2-net-api,efdcb777-4164-5b05-a83f-5a643d3e593a
66b13ba0-7f7c-5fae-a16f-fa7cb636996f,efdcb777-4164-5b05-a83f-5a643d3e593a,structured_db,authority_tier,diablo2-net-api,efdcb777-4164-5b05-a83f-5a643d3e593a
343c18b4-21ca-5771-8322-9b7c23188885,efdcb777-4164-5b05-a83f-5a643d3e593a,true,api_requires_key,diablo2-net-api,efdcb777-4164-5b05-a83f-5a643d3e593a
8de81755-7830-5079-8786-d6546f3aca94,84fad44b-a8ed-5b4e-9808-93a29aa61795,official,lane,blizzard-cn-d2,84fad44b-a8ed-5b4e-9808-93a29aa61795
5e217067-bf0e-59ae-b0c3-60f84e8439c6,84fad44b-a8ed-5b4e-9808-93a29aa61795,official,authority_tier,blizzard-cn-d2,84fad44b-a8ed-5b4e-9808-93a29aa61795
6c665457-d66e-53eb-82d2-c7393ef8722c,68c50a64-3b39-552c-9e52-a76d2471358a,official,lane,blizzard-cn-d2,68c50a64-3b39-552c-9e52-a76d2471358a
43aee675-3a6d-53e9-8403-7e32ff1fa6f1,68c50a64-3b39-552c-9e52-a76d2471358a,official,authority_tier,blizzard-cn-d2,68c50a64-3b39-552c-9e52-a76d2471358a
9321b178-789a-53e5-ac85-b1335d6b408f,e0f8f7c4-8e78-503e-8640-840082d0247c,official,lane,blizzard-cn-d2,e0f8f7c4-8e78-503e-8640-840082d0247c
f0685ee1-40e4-5762-9b2d-7e87c226240e,e0f8f7c4-8e78-503e-8640-840082d0247c,official,authority_tier,blizzard-cn-d2,e0f8f7c4-8e78-503e-8640-840082d0247c
7a6eee07-ea45-58f6-9726-1b829393e57a,df063511-85d6-5ee1-b977-fc0fc16a5e70,https://diablo2.io/runewords/spirit-t3.html,discovered_via,diablo2-io,96d0566a-c3f7-518d-b49e-cb8e57328591
728feedc-f1e4-51d6-96a3-94a731b73b6c,df063511-85d6-5ee1-b977-fc0fc16a5e70,17210,char_count,diablo2-io,df063511-85d6-5ee1-b977-fc0fc16a5e70
8a291857-07f0-5d68-a376-33454461d997,118bc094-3b56-58b8-94be-2cf166de95c9,https://diablo2.io/runewords/enigma-t42.html,discovered_via,diablo2-io,e0577cf7-ef8f-507c-8f63-a48cc8b004ef
ad828b00-e225-5905-bb15-5632a09f52ed,118bc094-3b56-58b8-94be-2cf166de95c9,18366,char_count,diablo2-io,118bc094-3b56-58b8-94be-2cf166de95c9
25389b56-d6ad-5a96-8141-d36a6c68fd8c,69062cb7-2d24-514e-b698-ff47ffd008b5,https://diablo2.io/runewords/ancients-pledge-t46.html,discovered_via,diablo2-io,2f3531e8-0788-59c5-9511-edc190d4dc14
5f4b394c-00b8-59bc-bba9-42e9e50c6eb5,69062cb7-2d24-514e-b698-ff47ffd008b5,11437,char_count,diablo2-io,69062cb7-2d24-514e-b698-ff47ffd008b5
12d448c2-9d10-5d4d-bee3-9db1d2de47dc,1b0cac2f-1779-59c3-a2c4-c691f1d094f4,https://diablo2.io/runewords/silence-t55.html,discovered_via,diablo2-io,52557100-aa5f-55b2-97ed-36321fbeb01f
7e95e8ac-2461-5041-a4f5-e64921dabd2d,1b0cac2f-1779-59c3-a2c4-c691f1d094f4,13132,char_count,diablo2-io,1b0cac2f-1779-59c3-a2c4-c691f1d094f4
b7a32565-8edb-5f8c-9bae-ea076a634632,2609bb08-d7f7-5181-af72-5bc57f3b3795,https://diablo2.io/runewords/strength-t56.html,discovered_via,diablo2-io,78b7fa9f-bd8d-5425-84b4-74ba660bec26
e9541950-1031-5d1f-a673-0ee478cd3582,2609bb08-d7f7-5181-af72-5bc57f3b3795,9573,char_count,diablo2-io,2609bb08-d7f7-5181-af72-5bc57f3b3795
b3eff535-4e5b-5aa5-9029-6f34cf76378c,3e4fe90f-d127-5d79-ac17-125f86b6d13c,https://diablo2.io/runewords/leaf-t57.html,discovered_via,diablo2-io,d7996653-c55a-5a8c-9d88-ebc91591bd18
4e303d32-6cb5-5f47-aa1c-768ad25fa45b,3e4fe90f-d127-5d79-ac17-125f86b6d13c,13104,char_count,diablo2-io,3e4fe90f-d127-5d79-ac17-125f86b6d13c
20e7823d-021b-5624-9967-1aa36276caf6,0307848b-edda-5572-9e9e-cb115d5bc9ec,https://diablo2.io/runewords/black-t1182.html,discovered_via,diablo2-io,e75989d5-5161-565d-827b-6d07463fd6b0
f8a4d0aa-bd3c-594e-92b9-e9a2043607b4,0307848b-edda-5572-9e9e-cb115d5bc9ec,12614,char_count,diablo2-io,0307848b-edda-5572-9e9e-cb115d5bc9ec
34730982-a875-5e19-b101-b8b4b624f271,efe17956-53c5-5182-99de-edf8ca1d38c8,https://diablo2.io/runewords/fury-t1183.html,discovered_via,diablo2-io,140d42c8-1a4c-5f71-bc9c-8a54579b21a3
ba9de3c0-7134-5f65-938d-cd08ee6db739,efe17956-53c5-5182-99de-edf8ca1d38c8,10865,char_count,diablo2-io,efe17956-53c5-5182-99de-edf8ca1d38c8
09486eb3-6945-51f2-a211-43fb087dc197,4c81af8c-d44d-5282-b22c-a911c9486d30,https://diablo2.io/runewords/holy-thunder-t1184.html,discovered_via,diablo2-io,78ca7f3a-15c5-58cc-844d-20af50d3c84c
699b8bde-b687-579f-a068-60f397d8404e,4c81af8c-d44d-5282-b22c-a911c9486d30,11394,char_count,diablo2-io,4c81af8c-d44d-5282-b22c-a911c9486d30
bcc6f186-2af4-5ffa-8217-9b10116bf4ab,2abafd54-7b49-552f-8338-8fba8fc71d2e,https://diablo2.io/runewords/honor-t1185.html,discovered_via,diablo2-io,62f40959-51d6-58a7-8454-3dd10b6e5417
439f35b0-5bde-5363-a7bd-d67894b8813c,2abafd54-7b49-552f-8338-8fba8fc71d2e,10552,char_count,diablo2-io,2abafd54-7b49-552f-8338-8fba8fc71d2e
916e5ad6-2186-5be7-a709-1066e21ac9a2,b3398011-7da0-5066-a11c-2ac43575a0cc,https://diablo2.io/runewords/king-s-grace-t1186.html,discovered_via,diablo2-io,0404c949-8ca8-5085-a95f-7a6f56df88e2
e1042923-70a5-54e7-b367-beb07765bdf9,b3398011-7da0-5066-a11c-2ac43575a0cc,9986,char_count,diablo2-io,b3398011-7da0-5066-a11c-2ac43575a0cc
cb8558dc-b953-5642-89cc-60ccba05f617,4aa80317-326b-5ec6-b947-f6cec248b352,https://diablo2.io/runewords/lionheart-t1187.html,discovered_via,diablo2-io,a65245b3-583b-5f53-a01d-79a48ffa4f3f
62d03b46-0171-5b2f-aa85-908be3d3a704,4aa80317-326b-5ec6-b947-f6cec248b352,10286,char_count,diablo2-io,4aa80317-326b-5ec6-b947-f6cec248b352
9444e7af-9b8f-57e3-96d4-b4e13b3121df,89a38113-ba70-5c0b-bdb9-236da36b3549,https://diablo2.io/runewords/lore-t1188.html,discovered_via,diablo2-io,5e824175-10ab-5306-a02f-99b9220a3190
1e8e3e54-fb16-5aac-b481-5dfdff110d91,89a38113-ba70-5c0b-bdb9-236da36b3549,10901,char_count,diablo2-io,89a38113-ba70-5c0b-bdb9-236da36b3549
70e8e261-afdd-55ee-9db7-cfa73226c09e,db82331d-5f8e-5292-b8b5-134166d97419,https://diablo2.io/runewords/malice-t1189.html,discovered_via,diablo2-io,ca796944-a1ea-5ccc-b651-99efe38e733d
b1fec573-e85a-57cd-9b3e-be12f21bdc5d,db82331d-5f8e-5292-b8b5-134166d97419,10185,char_count,diablo2-io,db82331d-5f8e-5292-b8b5-134166d97419
ea8fb064-3f8f-5201-b29c-0923d44be7e7,899e3b44-1545-5c25-967e-53bd19c3e89a,https://diablo2.io/runewords/melody-t1190.html,discovered_via,diablo2-io,84138d6c-be66-5d57-bc80-56288fd173d7
0181e2d8-8da6-5f36-966e-f8ff2b38401f,899e3b44-1545-5c25-967e-53bd19c3e89a,10911,char_count,diablo2-io,899e3b44-1545-5c25-967e-53bd19c3e89a
4ce1467d-31df-578f-b681-2eb7be0a62f0,5f3b377f-afa1-5975-bdaf-348064f54092,https://diablo2.io/runewords/memory-t1191.html,discovered_via,diablo2-io,bd936382-3c19-529b-bd4f-ca6be323b0a1
fc8c7512-53e3-5c71-a21a-03e0b3abe799,5f3b377f-afa1-5975-bdaf-348064f54092,10121,char_count,diablo2-io,5f3b377f-afa1-5975-bdaf-348064f54092
30b9fdea-7e42-51f4-bf76-a90cfad27af6,05a08c82-b4f5-5008-a668-e2bea28d7f4b,https://diablo2.io/runewords/nadir-t1192.html,discovered_via,diablo2-io,4147a071-91b1-55a4-96a8-dbfaaaad0946
89664913-aa42-5774-ab52-8495adfd265c,05a08c82-b4f5-5008-a668-e2bea28d7f4b,8911,char_count,diablo2-io,05a08c82-b4f5-5008-a668-e2bea28d7f4b
bd8967d6-c81a-5177-bf10-c78f69a9dbb9,cf4cbdd9-c77c-54d0-84b9-324eb23655c4,https://diablo2.io/runewords/radiance-t1193.html,discovered_via,diablo2-io,3969ba9a-419a-53fa-9231-d6d4ba33d201
f7dff452-aaa2-5340-ae75-ae384e0d7825,cf4cbdd9-c77c-54d0-84b9-324eb23655c4,12508,char_count,diablo2-io,cf4cbdd9-c77c-54d0-84b9-324eb23655c4
29a9c2ca-0e21-5c32-b002-2e14d651c3bb,eb7cb438-737b-51d1-a9d1-913ecfd4bc73,https://diablo2.io/runewords/rhyme-t1194.html,discovered_via,diablo2-io,054f7d51-a6fe-5d05-8ee4-d93642c5c8f8
693baeaa-d475-5d51-8e35-38e451e1f33a,eb7cb438-737b-51d1-a9d1-913ecfd4bc73,11627,char_count,diablo2-io,eb7cb438-737b-51d1-a9d1-913ecfd4bc73
eee69501-a58b-56d6-b258-fe57b3794721,a094c478-eb9a-5220-b6b0-1f74f968a325,https://diablo2.io/runewords/smoke-t1195.html,discovered_via,diablo2-io,7ad787eb-9e16-5617-a8dc-d4e79b22d0f5
6b5d57d5-1bea-5539-980c-141711dee046,a094c478-eb9a-5220-b6b0-1f74f968a325,9609,char_count,diablo2-io,a094c478-eb9a-5220-b6b0-1f74f968a325
54fb4ab8-add7-57e1-bc6f-303b7d029d79,40933d27-276c-5b6b-bbd1-eddf8e63c9d0,https://diablo2.io/runewords/stealth-t1196.html,discovered_via,diablo2-io,813fdd12-6b66-583f-a8b2-e55379c52a2f
53c2a19b-3a1f-5af4-ac09-b65c776220d2,40933d27-276c-5b6b-bbd1-eddf8e63c9d0,9893,char_count,diablo2-io,40933d27-276c-5b6b-bbd1-eddf8e63c9d0
a19a4ffb-7e37-5a75-957a-8f06fc4c9286,0a0d5d40-6808-5ade-aa12-d1e5ace06b56,https://diablo2.io/runewords/steel-t1197.html,discovered_via,diablo2-io,ddab279a-ee71-5688-8be0-423c47d54aab
d0835841-99ab-5730-b278-5cb6603ef1a1,0a0d5d40-6808-5ade-aa12-d1e5ace06b56,10574,char_count,diablo2-io,0a0d5d40-6808-5ade-aa12-d1e5ace06b56
0583efc6-88c8-5de9-9c41-a89f5be73a8e,e3fbd2d5-7fa0-5856-ae5f-50ddec15bb66,https://diablo2.io/runewords/venom-t1198.html,discovered_via,diablo2-io,c957ea04-5ad7-5cd4-b35c-98b38e74feb0
69bf5b77-1fa6-5215-a935-75a333431f0d,e3fbd2d5-7fa0-5856-ae5f-50ddec15bb66,10877,char_count,diablo2-io,e3fbd2d5-7fa0-5856-ae5f-50ddec15bb66
e88d1f6b-becf-5762-908d-454f02de475d,ca2497f8-c720-5072-91e7-00cfc0875dc4,https://diablo2.io/runewords/wealth-t1199.html,discovered_via,diablo2-io,135d9f23-41ea-5863-8f36-82c5b90f26b7
03e2ed38-1af2-57f2-9bea-f52528f48ba5,ca2497f8-c720-5072-91e7-00cfc0875dc4,9390,char_count,diablo2-io,ca2497f8-c720-5072-91e7-00cfc0875dc4
e0ddcabc-37ae-5d9e-a9d9-138b204d4f1a,d2e0ae9f-7266-5678-b6de-30d29e713099,https://diablo2.io/uniques/silks-of-the-victor-t2.html,discovered_via,diablo2-io,7943113d-0876-5ef3-ad24-cd0641e92c04
a5fd73a2-378b-5f1b-b011-d4a54f7732d1,d2e0ae9f-7266-5678-b6de-30d29e713099,10855,char_count,diablo2-io,d2e0ae9f-7266-5678-b6de-30d29e713099
e70a92ab-a01e-5dc4-b4f0-54f974f12343,80ed8df2-444f-5813-ae01-5ba8f7ac0a7b,https://diablo2.io/uniques/soul-harvest-t36.html,discovered_via,diablo2-io,3cd0053a-f2b2-55ac-9541-a3aa0c79d147
ff6f201a-de2d-5f29-9643-a466f3df4e07,80ed8df2-444f-5813-ae01-5ba8f7ac0a7b,10310,char_count,diablo2-io,80ed8df2-444f-5813-ae01-5ba8f7ac0a7b
3283d560-0dd6-5a37-bc68-ea6b5ea3b30a,785fca35-f159-5086-a696-91cad5281137,https://diablo2.io/uniques/harlequin-crest-t37.html,discovered_via,diablo2-io,de301e9e-1681-5237-901f-81904fedd8c8
76609105-0035-5609-9f96-447431ba42a1,785fca35-f159-5086-a696-91cad5281137,18391,char_count,diablo2-io,785fca35-f159-5086-a696-91cad5281137
a19ed431-ebfe-5833-ad2b-50a198fac733,46951c5e-e9fc-5e01-ba20-dbb7a94624a9,https://diablo2.io/uniques/thundergod-s-vigor-t38.html,discovered_via,diablo2-io,5911ab44-c4b1-5c9e-b6fb-8900ec946b87
