edge_id,edge_type,from_id,to_id
46233960-c958-5917-bfc0-d62a9b624b0b,DISCOVERS_URL,5e7ba024-4137-5686-8ae8-7f58513c7ef8,1606c15f-2d6f-5655-821b-e48f1986c7ec
bc479711-6f75-5997-bdbe-56e4f7e275c4,DISCOVERS_URL,5e7ba024-4137-5686-8ae8-7f58513c7ef8,548cb263-0af2-5be4-a3fb-70f00cb4739d
5bf2d35c-0726-5b8f-8e9b-c8eb41bff42f,DISCOVERS_URL,5e7ba024-4137-5686-8ae8-7f58513c7ef8,6e093e9d-f98b-5922-850b-547a2791291f
c3c7a6fe-ca0f-5458-890d-c54c7b6186ae,DISCOVERS_URL,5e7ba024-4137-5686-8ae8-7f58513c7ef8,77f3a0cb-d8b9-5f6d-b90a-f9643414ff69
183a8847-b620-5af9-88c8-e9a15b027256,DISCOVERS_URL,5e7ba024-4137-5686-8ae8-7f58513c7ef8,9c8b77e8-b5e5-52e5-9872-cf748833c035
569e36bb-8535-5d62-b320-2f62753d89d6,DISCOVERS_URL,5e7ba024-4137-5686-8ae8-7f58513c7ef8,55c64761-7784-5e1e-b54c-6eae62f58653
d2ce7698-90fc-512d-8d8f-ff7ad1453309,BELONGS_TO_SOURCE,8e5a2cee-e913-5c2d-9bed-a318f3311b04,53cd039a-953c-5329-8cc7-9365aa7d10b9
a0661ba7-97d8-514f-8eac-c1c8b4ceace5,DESCRIBES,8e5a2cee-e913-5c2d-9bed-a318f3311b04,d7386d56-60ab-5c6f-a8b6-e1f4c3d07090
c81fc005-4e2c-5e83-b3e2-15caa0d0fd9b,DISCOVERS_URL,8e5a2cee-e913-5c2d-9bed-a318f3311b04,8f14379c-2d92-5f55-b8e9-760936a94049
82906703-fda2-5edf-9cda-bfbac13825a6,DISCOVERS_URL,8e5a2cee-e913-5c2d-9bed-a318f3311b04,3c958292-f4e5-5a50-97ab-c9b9eb6a256e
f569eaec-cae2-5e18-9f44-179e365c4103,DISCOVERS_URL,8e5a2cee-e913-5c2d-9bed-a318f3311b04,0b6496e4-b2b1-575f-9384-6ee2eae9f05e
2bacf05f-7d41-5473-bec5-d465ba5ded64,DISCOVERS_URL,8e5a2cee-e913-5c2d-9bed-a318f3311b04,474d5dc7-51ed-5b8a-9090-0e08c3718bdb
e879fde2-0c94-54c2-bc00-aa16eaeb5ed2,DISCOVERS_URL,8e5a2cee-e913-5c2d-9bed-a318f3311b04,7d75c3a5-069e-5df7-aaba-3a1a6918f5ef
133e61cb-0253-5c7a-b467-904f21ba19f7,DISCOVERS_URL,8e5a2cee-e913-5c2d-9bed-a318f3311b04,7c534f9d-853b-517e-8840-b9aedb8814ba
0414a6b4-02d2-5d4c-b760-55f7c2eded62,DISCOVERS_URL,8e5a2cee-e913-5c2d-9bed-a318f3311b04,e8d29f60-4baf-56ae-a688-9608c16a528e
bc4342c8-862b-5a91-be35-0129e63c1561,DISCOVERS_URL,8e5a2cee-e913-5c2d-9bed-a318f3311b04,b2fcdf62-a432-5410-870f-8cb1d008cd42
ed55df82-a8cb-52ec-a60d-b9c7e636532c,DISCOVERS_URL,8e5a2cee-e913-5c2d-9bed-a318f3311b04,ffd373bd-b5df-523f-b350-fad460f2a6f6
800ee5e6-5a0b-5d17-96ce-4452391ebbf7,DISCOVERS_URL,8e5a2cee-e913-5c2d-9bed-a318f3311b04,1606c15f-2d6f-5655-821b-e48f1986c7ec
e138b29a-436e-57cd-a1f2-d57d3dd12b1e,DISCOVERS_URL,8e5a2cee-e913-5c2d-9bed-a318f3311b04,548cb263-0af2-5be4-a3fb-70f00cb4739d
4b31f639-3a52-5b8c-bac8-3795083b4425,DISCOVERS_URL,8e5a2cee-e913-5c2d-9bed-a318f3311b04,6e093e9d-f98b-5922-850b-547a2791291f
733064a2-8e41-51a2-a88c-699abc1ab37c,DISCOVERS_URL,8e5a2cee-e913-5c2d-9bed-a318f3311b04,77f3a0cb-d8b9-5f6d-b90a-f9643414ff69
af707903-6aa2-5bcf-8cd1-e133f63252e6,DISCOVERS_URL,8e5a2cee-e913-5c2d-9bed-a318f3311b04,4d5036c1-5370-597f-b7f1-834923c8ce35
372c51e2-5d4e-5a07-a228-449b7c51a12d,DISCOVERS_URL,8e5a2cee-e913-5c2d-9bed-a318f3311b04,53ffa92a-9c43-57cd-9039-38282af1da80
39aea522-9850-5095-807a-d072e06e3366,BELONGS_TO_SOURCE,d07f47dd-a714-5f0c-a495-a6190468d81d,53cd039a-953c-5329-8cc7-9365aa7d10b9
4c2eee6c-dca4-5b06-87f6-9c72fb021fce,DESCRIBES,d07f47dd-a714-5f0c-a495-a6190468d81d,37ab3d63-41a1-50b8-9540-ad4926b8f4e2
ba007b2f-536b-5849-ba16-cf1b7aaac4cb,DISCOVERS_URL,d07f47dd-a714-5f0c-a495-a6190468d81d,8f14379c-2d92-5f55-b8e9-760936a94049
d96cd5f3-4557-565b-a81e-8f04d2e23a90,DISCOVERS_URL,d07f47dd-a714-5f0c-a495-a6190468d81d,3c958292-f4e5-5a50-97ab-c9b9eb6a256e
6c5fc058-c3fe-51bf-825f-5435f1f963ee,DISCOVERS_URL,d07f47dd-a714-5f0c-a495-a6190468d81d,0b6496e4-b2b1-575f-9384-6ee2eae9f05e
a989cdf7-a574-5e7a-a8fe-f4d0ba18c01e,DISCOVERS_URL,d07f47dd-a714-5f0c-a495-a6190468d81d,474d5dc7-51ed-5b8a-9090-0e08c3718bdb
b8a6b86f-b1c9-5444-b286-3b9724cecf62,DISCOVERS_URL,d07f47dd-a714-5f0c-a495-a6190468d81d,7d75c3a5-069e-5df7-aaba-3a1a6918f5ef
3a2b481b-1933-51bb-91cd-56f642b4a42a,DISCOVERS_URL,d07f47dd-a714-5f0c-a495-a6190468d81d,7c534f9d-853b-517e-8840-b9aedb8814ba
5f281ee7-9372-5530-94c7-15c456e2e408,DISCOVERS_URL,d07f47dd-a714-5f0c-a495-a6190468d81d,e8d29f60-4baf-56ae-a688-9608c16a528e
574f959f-412c-5f6d-a1e9-1ad19d94d1ba,DISCOVERS_URL,d07f47dd-a714-5f0c-a495-a6190468d81d,b2fcdf62-a432-5410-870f-8cb1d008cd42
e21465af-1d29-5704-9937-babe8dc44393,DISCOVERS_URL,d07f47dd-a714-5f0c-a495-a6190468d81d,ffd373bd-b5df-523f-b350-fad460f2a6f6
b56c3b7a-11e2-534d-96d3-60d9c6b6d1ef,DISCOVERS_URL,d07f47dd-a714-5f0c-a495-a6190468d81d,1606c15f-2d6f-5655-821b-e48f1986c7ec
673c829a-117f-54f4-9eb2-e6ebef6f67e7,DISCOVERS_URL,d07f47dd-a714-5f0c-a495-a6190468d81d,548cb263-0af2-5be4-a3fb-70f00cb4739d
eb771a78-ae53-58c1-a751-3559a33e7a1b,DISCOVERS_URL,d07f47dd-a714-5f0c-a495-a6190468d81d,6e093e9d-f98b-5922-850b-547a2791291f
1d80b20b-5e23-5a5f-8574-9f863da1efa9,DISCOVERS_URL,d07f47dd-a714-5f0c-a495-a6190468d81d,77f3a0cb-d8b9-5f6d-b90a-f9643414ff69
09d2626f-5f70-53b4-a318-1c9bd6381129,DISCOVERS_URL,d07f47dd-a714-5f0c-a495-a6190468d81d,d2b18d60-e588-507d-9c2f-466819e3812e
d77fb971-a5a6-51c2-941b-5be08560670f,DISCOVERS_URL,d07f47dd-a714-5f0c-a495-a6190468d81d,79163e2a-9037-55a3-a66e-c361e3f01411
cc385148-7db4-51f0-a914-d02858a7d648,BELONGS_TO_SOURCE,040d4855-c9ab-57c6-8597-75b4ef4da31a,53cd039a-953c-5329-8cc7-9365aa7d10b9
244593be-3641-5224-b3ce-bf505778d5dd,DESCRIBES,040d4855-c9ab-57c6-8597-75b4ef4da31a,cde5f873-722e-502b-9b8f-2bb53865d558
d4d971ca-500a-51d4-b5a9-2e0d94cbbb40,DISCOVERS_URL,040d4855-c9ab-57c6-8597-75b4ef4da31a,8f14379c-2d92-5f55-b8e9-760936a94049
f737d230-d4ae-531b-b562-0851323dc422,DISCOVERS_URL,040d4855-c9ab-57c6-8597-75b4ef4da31a,3c958292-f4e5-5a50-97ab-c9b9eb6a256e
47df1d9a-cd19-5783-9d64-04ec3b798919,DISCOVERS_URL,040d4855-c9ab-57c6-8597-75b4ef4da31a,0b6496e4-b2b1-575f-9384-6ee2eae9f05e
491980da-d78d-565f-bd6d-bf69f5bae4a7,DISCOVERS_URL,040d4855-c9ab-57c6-8597-75b4ef4da31a,474d5dc7-51ed-5b8a-9090-0e08c3718bdb
6737802a-0c0e-54e5-89b2-670f5ad37a6f,DISCOVERS_URL,040d4855-c9ab-57c6-8597-75b4ef4da31a,7d75c3a5-069e-5df7-aaba-3a1a6918f5ef
7f50c549-af86-5460-b7e2-160c1bb9b3b0,DISCOVERS_URL,040d4855-c9ab-57c6-8597-75b4ef4da31a,7c534f9d-853b-517e-8840-b9aedb8814ba
9139b250-c30e-58b7-9a8f-b9b964ad9a3f,DISCOVERS_URL,040d4855-c9ab-57c6-8597-75b4ef4da31a,e8d29f60-4baf-56ae-a688-9608c16a528e
4ef89dbf-9634-56b4-b017-79f85ab378a2,DISCOVERS_URL,040d4855-c9ab-57c6-8597-75b4ef4da31a,b2fcdf62-a432-5410-870f-8cb1d008cd42
a082ee14-8f2e-5c05-8c88-0ed0b2aab147,DISCOVERS_URL,040d4855-c9ab-57c6-8597-75b4ef4da31a,ffd373bd-b5df-523f-b350-fad460f2a6f6
daf25a13-d8d1-5f50-9556-f31bd3f11c8a,DISCOVERS_URL,040d4855-c9ab-57c6-8597-75b4ef4da31a,1606c15f-2d6f-5655-821b-e48f1986c7ec
5602c9f8-bd34-5c73-8bbb-511dfefd2117,DISCOVERS_URL,040d4855-c9ab-57c6-8597-75b4ef4da31a,548cb263-0af2-5be4-a3fb-70f00cb4739d
55e2ee31-e53c-570e-8686-3afd6559640e,DISCOVERS_URL,040d4855-c9ab-57c6-8597-75b4ef4da31a,6e093e9d-f98b-5922-850b-547a2791291f
7a92fd27-1c2d-5c41-b3a8-490f13e56d65,DISCOVERS_URL,040d4855-c9ab-57c6-8597-75b4ef4da31a,77f3a0cb-d8b9-5f6d-b90a-f9643414ff69
45289b4f-b02a-55ca-95ce-501236a4058e,DISCOVERS_URL,040d4855-c9ab-57c6-8597-75b4ef4da31a,931dbe12-fe0e-572b-b117-f570160c0de0
cdaf1924-76ba-557a-99d8-3d32043965c3,DISCOVERS_URL,040d4855-c9ab-57c6-8597-75b4ef4da31a,8e726b65-74e4-5f6e-8a82-ac70eda6f712
af352eb7-dde2-5709-86d6-7d3ed001dd07,BELONGS_TO_SOURCE,66d522d6-b624-5f2b-87d8-eceda4572eec,53cd039a-953c-5329-8cc7-9365aa7d10b9
927cc325-c7e6-5982-91db-94dfc3c64c92,DESCRIBES,66d522d6-b624-5f2b-87d8-eceda4572eec,c5984ff1-fca2-5a78-825b-503fe21bef75
1ebdf995-4e1e-5472-ae81-fcee4bf1efcd,DISCOVERS_URL,66d522d6-b624-5f2b-87d8-eceda4572eec,8f14379c-2d92-5f55-b8e9-760936a94049
1c96a462-7db3-5108-8573-9c16b3ecc1f9,DISCOVERS_URL,66d522d6-b624-5f2b-87d8-eceda4572eec,3c958292-f4e5-5a50-97ab-c9b9eb6a256e
3a36f24d-72ed-50e8-b418-dd0ebe007cee,DISCOVERS_URL,66d522d6-b624-5f2b-87d8-eceda4572eec,0b6496e4-b2b1-575f-9384-6ee2eae9f05e
c3ee29a1-89fb-5df3-a09b-69e7409f1cad,DISCOVERS_URL,66d522d6-b624-5f2b-87d8-eceda4572eec,474d5dc7-51ed-5b8a-9090-0e08c3718bdb
76640df5-8e30-5ecd-899c-5aa0b8150f2d,DISCOVERS_URL,66d522d6-b624-5f2b-87d8-eceda4572eec,7d75c3a5-069e-5df7-aaba-3a1a6918f5ef
3e120e85-62c9-5c74-a189-c38867a8a2ed,DISCOVERS_URL,66d522d6-b624-5f2b-87d8-eceda4572eec,7c534f9d-853b-517e-8840-b9aedb8814ba
6b0b2a02-059f-54e4-804c-c056c3277a69,DISCOVERS_URL,66d522d6-b624-5f2b-87d8-eceda4572eec,e8d29f60-4baf-56ae-a688-9608c16a528e
3fbcde6b-55c4-5ac2-ae50-0e2ace4895d1,DISCOVERS_URL,66d522d6-b624-5f2b-87d8-eceda4572eec,b2fcdf62-a432-5410-870f-8cb1d008cd42
4fe398be-19e7-5811-8767-62d77b95aecb,DISCOVERS_URL,66d522d6-b624-5f2b-87d8-eceda4572eec,ffd373bd-b5df-523f-b350-fad460f2a6f6
94023130-b4a8-53ba-a9e4-b585355733b3,DISCOVERS_URL,66d522d6-b624-5f2b-87d8-eceda4572eec,1606c15f-2d6f-5655-821b-e48f1986c7ec
c671c09b-860a-53da-acdc-1210d380a6cd,DISCOVERS_URL,66d522d6-b624-5f2b-87d8-eceda4572eec,548cb263-0af2-5be4-a3fb-70f00cb4739d
32059210-6ea3-5841-8b1d-a43bf97a25d2,DISCOVERS_URL,66d522d6-b624-5f2b-87d8-eceda4572eec,6e093e9d-f98b-5922-850b-547a2791291f
89175154-4a2e-5e36-bf12-a08c825cb008,DISCOVERS_URL,66d522d6-b624-5f2b-87d8-eceda4572eec,77f3a0cb-d8b9-5f6d-b90a-f9643414ff69
5ce62bb7-a8a1-5955-a68a-0a858840f2bc,DISCOVERS_URL,66d522d6-b624-5f2b-87d8-eceda4572eec,5132a217-02a5-5b5b-bfa7-ad9d8e431e68
34556b91-1987-5c2a-81f7-eb2e9b5bb1a9,DISCOVERS_URL,66d522d6-b624-5f2b-87d8-eceda4572eec,9b0640a6-61ae-522e-9532-8bf4b2ac04f5
0387cc41-8f1a-52bd-a4f9-57d3794f1e0c,BELONGS_TO_SOURCE,6f462207-01de-59c9-aa9b-de2bd970d90b,53cd039a-953c-5329-8cc7-9365aa7d10b9
a7691d9f-64dd-5700-bca3-8fc997498125,DESCRIBES,6f462207-01de-59c9-aa9b-de2bd970d90b,eb0420e5-150c-5552-9be7-0cd3a9c05b69
5db38952-8bd6-5ae4-b3ed-f90c23dc19bb,DISCOVERS_URL,6f462207-01de-59c9-aa9b-de2bd970d90b,8f14379c-2d92-5f55-b8e9-760936a94049
17954e93-d6af-5d68-bf43-b723e93a7b68,DISCOVERS_URL,6f462207-01de-59c9-aa9b-de2bd970d90b,3c958292-f4e5-5a50-97ab-c9b9eb6a256e
5dd8bb73-4699-5ae3-b4e6-4488fc4c0762,DISCOVERS_URL,6f462207-01de-59c9-aa9b-de2bd970d90b,0b6496e4-b2b1-575f-9384-6ee2eae9f05e
2b1cdd9e-ae80-58e8-8c6e-ad1be7bf7a27,DISCOVERS_URL,6f462207-01de-59c9-aa9b-de2bd970d90b,474d5dc7-51ed-5b8a-9090-0e08c3718bdb
aaa1e642-90bd-5ca0-bda8-60f946d365fb,DISCOVERS_URL,6f462207-01de-59c9-aa9b-de2bd970d90b,7d75c3a5-069e-5df7-aaba-3a1a6918f5ef
d83e3af4-17d0-525f-b8dc-b5f79f66b2b5,DISCOVERS_URL,6f462207-01de-59c9-aa9b-de2bd970d90b,7c534f9d-853b-517e-8840-b9aedb8814ba
70b5ff61-3c41-5ac2-b7ae-55a9afd189be,DISCOVERS_URL,6f462207-01de-59c9-aa9b-de2bd970d90b,e8d29f60-4baf-56ae-a688-9608c16a528e
b5e0e0c4-31ce-527a-a416-86e0aefc2c2e,DISCOVERS_URL,6f462207-01de-59c9-aa9b-de2bd970d90b,b2fcdf62-a432-5410-870f-8cb1d008cd42
5a02b600-c3b9-5725-a922-30980a4aaf4d,DISCOVERS_URL,6f462207-01de-59c9-aa9b-de2bd970d90b,ffd373bd-b5df-523f-b350-fad460f2a6f6
1a97e257-429a-5b80-8056-a98b48382ae6,DISCOVERS_URL,6f462207-01de-59c9-aa9b-de2bd970d90b,1606c15f-2d6f-5655-821b-e48f1986c7ec
9649e386-e952-5345-a4e6-a4476e3e9f51,DISCOVERS_URL,6f462207-01de-59c9-aa9b-de2bd970d90b,548cb263-0af2-5be4-a3fb-70f00cb4739d
1d2d5f29-3cb4-5a89-9d41-eef99c628f62,DISCOVERS_URL,6f462207-01de-59c9-aa9b-de2bd970d90b,6e093e9d-f98b-5922-850b-547a2791291f
89ac0797-ddba-55a1-beff-0ba0eb91a2db,DISCOVERS_URL,6f462207-01de-59c9-aa9b-de2bd970d90b,77f3a0cb-d8b9-5f6d-b90a-f9643414ff69
e86ca861-77ec-52ff-b5ff-ea66a2a50b75,DISCOVERS_URL,6f462207-01de-59c9-aa9b-de2bd970d90b,18f3d97f-463f-5b0d-91d7-a59f293c0767
cdeaa256-a1b1-5e8c-bf31-da693ec37c05,DISCOVERS_URL,6f462207-01de-59c9-aa9b-de2bd970d90b,09a1ddf9-0555-5a0e-bc21-83621d313fed
1c4e7dbf-3ae9-538d-a83d-58982eb4a4de,BELONGS_TO_SOURCE,c98c4bce-e10d-5123-8459-690fa8e9c0a2,53cd039a-953c-5329-8cc7-9365aa7d10b9
14693c0f-179b-515f-985a-50765041f578,DESCRIBES,c98c4bce-e10d-5123-8459-690fa8e9c0a2,6c3756c9-8856-5751-a036-ae2129279f8b
2c3ddd6d-6324-5aff-9bd5-2d142377d543,DISCOVERS_URL,c98c4bce-e10d-5123-8459-690fa8e9c0a2,8f14379c-2d92-5f55-b8e9-760936a94049
8a7ac9bb-9909-599d-ae87-686e2fa8c576,DISCOVERS_URL,c98c4bce-e10d-5123-8459-690fa8e9c0a2,3c958292-f4e5-5a50-97ab-c9b9eb6a256e
49081ed4-a884-5fb0-8c4f-5bf47830edc8,DISCOVERS_URL,c98c4bce-e10d-5123-8459-690fa8e9c0a2,0b6496e4-b2b1-575f-9384-6ee2eae9f05e
2d83e6d6-561a-500b-948f-c2e1d6d63799,DISCOVERS_URL,c98c4bce-e10d-5123-8459-690fa8e9c0a2,474d5dc7-51ed-5b8a-9090-0e08c3718bdb
37936a5e-c281-5b3d-859e-86f757f88040,DISCOVERS_URL,c98c4bce-e10d-5123-8459-690fa8e9c0a2,7d75c3a5-069e-5df7-aaba-3a1a6918f5ef
94fd6717-b00d-57c7-9805-217c814a7c81,DISCOVERS_URL,c98c4bce-e10d-5123-8459-690fa8e9c0a2,7c534f9d-853b-517e-8840-b9aedb8814ba
661ef160-abb1-5988-b376-e47dfd790e49,DISCOVERS_URL,c98c4bce-e10d-5123-8459-690fa8e9c0a2,e8d29f60-4baf-56ae-a688-9608c16a528e
0b6835b0-1e8d-50b2-a115-ef3c464f61cd,DISCOVERS_URL,c98c4bce-e10d-5123-8459-690fa8e9c0a2,b2fcdf62-a432-5410-870f-8cb1d008cd42
9a6f29dd-d743-567d-bca6-3b362fa7e602,DISCOVERS_URL,c98c4bce-e10d-5123-8459-690fa8e9c0a2,ffd373bd-b5df-523f-b350-fad460f2a6f6
55efd5b2-3222-5d2d-873e-a0d5a58778de,DISCOVERS_URL,c98c4bce-e10d-5123-8459-690fa8e9c0a2,1606c15f-2d6f-5655-821b-e48f1986c7ec
a9feb172-28ed-5c7b-90dd-3a1233ce8cae,DISCOVERS_URL,c98c4bce-e10d-5123-8459-690fa8e9c0a2,548cb263-0af2-5be4-a3fb-70f00cb4739d
7eec0af9-8a72-5ac1-b632-75f39ae6b08a,DISCOVERS_URL,c98c4bce-e10d-5123-8459-690fa8e9c0a2,6e093e9d-f98b-5922-850b-547a2791291f
fc5cfbe3-b582-5ac6-a0da-b8e4b559e70d,DISCOVERS_URL,c98c4bce-e10d-5123-8459-690fa8e9c0a2,77f3a0cb-d8b9-5f6d-b90a-f9643414ff69
830c815e-9ce5-5aa6-a056-9dbc6f724ac9,DISCOVERS_URL,c98c4bce-e10d-5123-8459-690fa8e9c0a2,f5faf7a2-6ecb-533c-aa71-81dbb45a5dbe
a88399ba-4879-5960-80e6-6d66940d5cea,DISCOVERS_URL,c98c4bce-e10d-5123-8459-690fa8e9c0a2,8b446213-58a0-57fd-944b-b597b7ee332c
a88bef69-cebf-520c-9d0a-d2b7879a658e,BELONGS_TO_SOURCE,bfad3a76-0860-51d0-8d46-45f988e51897,53cd039a-953c-5329-8cc7-9365aa7d10b9
e9b86ef0-fe5e-5532-9080-3e4530ab0bd7,DESCRIBES,bfad3a76-0860-51d0-8d46-45f988e51897,12dc5ddf-fc29-5c25-a335-4bc0dafc30a3
e3204504-a4e1-5591-8efb-20c165e62c76,DISCOVERS_URL,bfad3a76-0860-51d0-8d46-45f988e51897,8f14379c-2d92-5f55-b8e9-760936a94049
b4fe9fb7-cfb6-5ff8-8e3f-0b03a7fa9ff0,DISCOVERS_URL,bfad3a76-0860-51d0-8d46-45f988e51897,3c958292-f4e5-5a50-97ab-c9b9eb6a256e
12e368f0-3cbe-55a7-bd1f-8d7f64073e9a,DISCOVERS_URL,bfad3a76-0860-51d0-8d46-45f988e51897,0b6496e4-b2b1-575f-9384-6ee2eae9f05e
a2c7567a-5f57-5568-be53-a41f0efafef8,DISCOVERS_URL,bfad3a76-0860-51d0-8d46-45f988e51897,474d5dc7-51ed-5b8a-9090-0e08c3718bdb
9d8b8132-ab79-5387-9fb9-48ca0f1f4bd3,DISCOVERS_URL,bfad3a76-0860-51d0-8d46-45f988e51897,7d75c3a5-069e-5df7-aaba-3a1a6918f5ef
5044f0a0-a06c-5a4b-9269-acb4d865e27a,DISCOVERS_URL,bfad3a76-0860-51d0-8d46-45f988e51897,7c534f9d-853b-517e-8840-b9aedb8814ba
b84d9258-1bd4-5fd6-a9bb-da9fee5f9c7a,DISCOVERS_URL,bfad3a76-0860-51d0-8d46-45f988e51897,e8d29f60-4baf-56ae-a688-9608c16a528e
94abe6d5-78a9-58bd-902d-8bdb0c7d5bda,DISCOVERS_URL,bfad3a76-0860-51d0-8d46-45f988e51897,b2fcdf62-a432-5410-870f-8cb1d008cd42
b9714ade-42ca-53f8-ac21-44f5bb7cdea6,DISCOVERS_URL,bfad3a76-0860-51d0-8d46-45f988e51897,ffd373bd-b5df-523f-b350-fad460f2a6f6
9905d66a-ade5-59d7-a7f7-8d12f992bb28,DISCOVERS_URL,bfad3a76-0860-51d0-8d46-45f988e51897,1606c15f-2d6f-5655-821b-e48f1986c7ec
6304ef42-18d0-5b62-a2d2-aa1131434fc7,DISCOVERS_URL,bfad3a76-0860-51d0-8d46-45f988e51897,548cb263-0af2-5be4-a3fb-70f00cb4739d
eeb6a26f-6a81-5676-9392-d1ff6192a178,DISCOVERS_URL,bfad3a76-0860-51d0-8d46-45f988e51897,6e093e9d-f98b-5922-850b-547a2791291f
2b00df7c-fe3f-5ec7-b0fe-384efd92a273,DISCOVERS_URL,bfad3a76-0860-51d0-8d46-45f988e51897,77f3a0cb-d8b9-5f6d-b90a-f9643414ff69
4e9eaa20-0493-572e-9d00-5175ca091076,DISCOVERS_URL,bfad3a76-0860-51d0-8d46-45f988e51897,8e9285b2-d55f-59a9-a3a9-a8b61635af94
484ab710-45d5-5e22-bd2b-238f03ed7f01,DISCOVERS_URL,bfad3a76-0860-51d0-8d46-45f988e51897,3ef8b6d3-bf5b-541c-9c64-fdca2e3cf1b6
9009cab5-d52d-52ee-8c1c-58763ca81385,BELONGS_TO_SOURCE,1ee666a9-b948-5673-816d-d245499d68dd,98d0c82c-1752-5d87-aca1-e0acc08f4698
3e5efab3-2bc1-5b6f-b45e-9aa19eb265de,DISCOVERS_URL,1ee666a9-b948-5673-816d-d245499d68dd,f58f8150-b8f4-5501-a1a0-9dd3186e7fc0
0f40900f-ff30-5e6e-b620-ba4ab7f99530,DISCOVERS_URL,1ee666a9-b948-5673-816d-d245499d68dd,e3f9f519-e4bf-52f0-8a4a-66229f42d8ec
2c229384-a1e1-5a20-910d-2c1be97224f7,DISCOVERS_URL,1ee666a9-b948-5673-816d-d245499d68dd,dc6344e0-dd9e-5648-b71d-f8b782bf1ee8
09ee3839-c8e3-5710-9a5a-3b679a24bd84,DISCOVERS_URL,1ee666a9-b948-5673-816d-d245499d68dd,7de2bd05-e524-51db-a624-762301039129
64756a16-ed13-5d7d-9e7a-43e8fa0a7589,DISCOVERS_URL,1ee666a9-b948-5673-816d-d245499d68dd,d1a1a737-1aca-5de8-8aca-7345a9b9a13c
f8432c1d-3b82-5b5b-9348-267530120dae,DISCOVERS_URL,1ee666a9-b948-5673-816d-d245499d68dd,f790114d-8325-587d-9043-4e4b3fac7986
c4d58976-820e-58e5-b831-bb4109961e3c,DISCOVERS_URL,1ee666a9-b948-5673-816d-d245499d68dd,bb76362f-ef5a-59ac-8539-3776a78e2992
63e6adf2-a393-566c-af21-66c07672e297,DISCOVERS_URL,1ee666a9-b948-5673-816d-d245499d68dd,b8fd8403-008f-5d7e-ab74-7186ebe579ce
aa85c896-b763-5b8a-aef5-a6d119438025,DISCOVERS_URL,1ee666a9-b948-5673-816d-d245499d68dd,176daa6f-dce8-5807-8296-b7aad464ec1a
b24a06e6-587c-5b96-a3a0-cf8c89064adc,DISCOVERS_URL,1ee666a9-b948-5673-816d-d245499d68dd,5314fb1e-4587-588d-8d60-37b12243a480
fb6ab359-3cf8-5272-8a53-c9ee1ca930d7,DISCOVERS_URL,1ee666a9-b948-5673-816d-d245499d68dd,704729f6-a4bd-5c1c-9a18-2a81c5c19632
544cf4ca-9e8d-5434-bb12-829e0763da33,DISCOVERS_URL,1ee666a9-b948-5673-816d-d245499d68dd,2fe45f1a-a162-5076-87e4-32ac8fc0333b
8f405dfc-8824-55db-b115-0820fe089793,DISCOVERS_URL,1ee666a9-b948-5673-816d-d245499d68dd,a0d8679b-e7d7-584a-aac1-0cb384fa61d6
915247f6-090a-540c-8208-bd49de992c61,DISCOVERS_URL,1ee666a9-b948-5673-816d-d245499d68dd,aa0a0b9f-6f68-5f24-b272-4b82d4dadfda
