base::bsh	Bone Shield	白骨盾牌	base_item	\N	bsh	"[""Bone Shield"", ""armor"", ""shie"", ""白骨盾牌""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::uh9	Bone Visage	骸骨面罩	base_item	\N	uh9	"[""Bone Visage"", ""armor"", ""helm"", ""骸骨面罩""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::uhn	Boneweave	骸骨鏈甲	base_item	\N	uhn	"[""Boneweave"", ""armor"", ""tors"", ""骸骨鏈甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::umb	Boneweave Boots	骸骨靴	base_item	\N	umb	"[""Boneweave Boots"", ""armor"", ""boot"", ""骸骨靴""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::lbt	Boots	皮靴	base_item	\N	lbt	"[""Boots"", ""armor"", ""boot"", ""皮靴""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::ulg	Bramble Mitts	荊棘連指手套	base_item	\N	ulg	"[""Bramble Mitts"", ""armor"", ""glov"", ""荊棘連指手套""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::brs	Breast Plate	胸甲	base_item	\N	brs	"[""Breast Plate"", ""armor"", ""tors"", ""胸甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::buc	Buckler	圓盾	base_item	\N	buc	"[""Buckler"", ""armor"", ""shie"", ""圓盾""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::wa6	Burnt Text	wa6	base_item	\N	wa6	"[""Burnt Text"", ""armor"", ""grim"", ""wa6""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::ne9	Cantor Trophy	領唱者印記	base_item	\N	ne9	"[""Cantor Trophy"", ""armor"", ""head"", ""領唱者印記""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::cap	Cap	帽子	base_item	\N	cap	"[""Cap"", ""armor"", ""helm"", ""帽子""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::bab	Carnage Helm	屠殺頭盔	base_item	\N	bab	"[""Carnage Helm"", ""armor"", ""phlm"", ""屠殺頭盔""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::xlm	Casque	無頰頭盔	base_item	\N	xlm	"[""Casque"", ""armor"", ""helm"", ""無頰頭盔""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::mbt	Chain Boots	鎖鍊靴	base_item	\N	mbt	"[""Chain Boots"", ""armor"", ""boot"", ""鎖鍊靴""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::mgl	Chain Gloves	鎖鍊手套	base_item	\N	mgl	"[""Chain Gloves"", ""armor"", ""glov"", ""鎖鍊手套""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::chn	Chain Mail	鎖子甲	base_item	\N	chn	"[""Chain Mail"", ""armor"", ""tors"", ""鎖子甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::xul	Chaos Armor	混沌戰甲	base_item	\N	xul	"[""Chaos Armor"", ""armor"", ""tors"", ""混沌戰甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::ci0	Circlet	頭飾	base_item	\N	ci0	"[""Circlet"", ""armor"", ""circ"", ""頭飾""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::wa3	Codex	wa3	base_item	\N	wa3	"[""Codex"", ""armor"", ""grim"", ""wa3""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::uhc	Colossus Girdle	巨神腰帶	base_item	\N	uhc	"[""Colossus Girdle"", ""armor"", ""belt"", ""巨神腰帶""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::wa4	Compendium	wa4	base_item	\N	wa4	"[""Compendium"", ""armor"", ""grim"", ""wa4""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::bae	Conqueror Crown	征服者皇冠面甲	base_item	\N	bae	"[""Conqueror Crown"", ""armor"", ""phlm"", ""征服者皇冠面甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::urn	Corona	頭冠	base_item	\N	urn	"[""Corona"", ""armor"", ""helm"", ""頭冠""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::ci1	Coronet	寶冠	base_item	\N	ci1	"[""Coronet"", ""armor"", ""circ"", ""寶冠""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::crn	Crown	皇冠	base_item	\N	crn	"[""Crown"", ""armor"", ""helm"", ""皇冠""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::pa5	Crown Shield	皇冠之盾	base_item	\N	pa5	"[""Crown Shield"", ""armor"", ""ashd"", ""皇冠之盾""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::utg	Crusader Gauntlets	十字軍鐵手套	base_item	\N	utg	"[""Crusader Gauntlets"", ""armor"", ""glov"", ""十字軍鐵手套""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::xrs	Cuirass	護胸甲	base_item	\N	xrs	"[""Cuirass"", ""armor"", ""tors"", ""護胸甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::wa8	Dark Codex	wa8	base_item	\N	wa8	"[""Dark Codex"", ""armor"", ""grim"", ""wa8""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::wa7	Dark Tome	wa7	base_item	\N	wa7	"[""Dark Tome"", ""armor"", ""grim"", ""wa7""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::xsk	Death Mask	死亡面具	base_item	\N	xsk	"[""Death Mask"", ""armor"", ""helm"", ""死亡面具""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::xuc	Defender	防禦盾	base_item	\N	xuc	"[""Defender"", ""armor"", ""shie"", ""防禦盾""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::ne5	Demon Head	惡魔之首	base_item	\N	ne5	"[""Demon Head"", ""armor"", ""head"", ""惡魔之首""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::usk	Demonhead	惡魔頭蓋骨面具	base_item	\N	usk	"[""Demonhead"", ""armor"", ""helm"", ""惡魔頭蓋骨面具""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::xla	Demonhide Armor	魔皮戰甲	base_item	\N	xla	"[""Demonhide Armor"", ""armor"", ""tors"", ""魔皮戰甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::xlb	Demonhide Boots	魔皮靴	base_item	\N	xlb	"[""Demonhide Boots"", ""armor"", ""boot"", ""魔皮靴""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::xlg	Demonhide Gloves	魔皮手套	base_item	\N	xlg	"[""Demonhide Gloves"", ""armor"", ""glov"", ""魔皮手套""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::zlb	Demonhide Sash	魔皮勳帶	base_item	\N	zlb	"[""Demonhide Sash"", ""armor"", ""belt"", ""魔皮勳帶""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::bad	Destroyer Helm	毀滅者頭盔	base_item	\N	bad	"[""Destroyer Helm"", ""armor"", ""phlm"", ""毀滅者頭盔""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::ci3	Diadem	權冠	base_item	\N	ci3	"[""Diadem"", ""armor"", ""circ"", ""權冠""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::ung	Diamond Mail	鑽石鎖子甲	base_item	\N	ung	"[""Diamond Mail"", ""armor"", ""tors"", ""鑽石鎖子甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::xit	Dragon Shield	龍盾	base_item	\N	xit	"[""Dragon Shield"", ""armor"", ""shie"", ""龍盾""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::drf	Dream Spirit	幽夢之靈	base_item	\N	drf	"[""Dream Spirit"", ""armor"", ""pelt"", ""幽夢之靈""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::uui	Dusk Shroud	灰暮壽衣	base_item	\N	uui	"[""Dusk Shroud"", ""armor"", ""tors"", ""灰暮壽衣""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::drd	Earth Spirit	大地之靈	base_item	\N	drd	"[""Earth Spirit"", ""armor"", ""pelt"", ""大地之靈""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::xth	Embossed Plate	凸紋戰甲	base_item	\N	xth	"[""Embossed Plate"", ""armor"", ""tors"", ""凸紋戰甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::dr4	Falcon Mask	獵鷹面具	base_item	\N	dr4	"[""Falcon Mask"", ""armor"", ""pelt"", ""獵鷹面具""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::ba2	Fanged Helm	尖牙盔	base_item	\N	ba2	"[""Fanged Helm"", ""armor"", ""phlm"", ""尖牙盔""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::ne7	Fetish Trophy	物神印記	base_item	\N	ne7	"[""Fetish Trophy"", ""armor"", ""head"", ""物神印記""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::fld	Field Plate	實戰鎧甲	base_item	\N	fld	"[""Field Plate"", ""armor"", ""tors"", ""實戰鎧甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::wab	Forgotten Volume	wab	base_item	\N	wab	"[""Forgotten Volume"", ""armor"", ""grim"", ""wab""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::fhl	Full Helm	高級頭盔	base_item	\N	fhl	"[""Full Helm"", ""armor"", ""helm"", ""高級頭盔""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::ful	Full Plate Mail	高級戰甲	base_item	\N	ful	"[""Full Plate Mail"", ""armor"", ""tors"", ""高級戰甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::bac	Fury Visor	暴怒面甲	base_item	\N	bac	"[""Fury Visor"", ""armor"", ""phlm"", ""暴怒面甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::ne4	Gargoyle Head	石像鬼之首	base_item	\N	ne4	"[""Gargoyle Head"", ""armor"", ""head"", ""石像鬼之首""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::hgl	Gauntlets	鐵手套	base_item	\N	hgl	"[""Gauntlets"", ""armor"", ""glov"", ""鐵手套""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::xui	Ghost Armor	鬼魂戰甲	base_item	\N	xui	"[""Ghost Armor"", ""armor"", ""tors"", ""鬼魂戰甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::uhl	Giant Conch	巨貝頭盔	base_item	\N	uhl	"[""Giant Conch"", ""armor"", ""helm"", ""巨貝頭盔""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::pa9	Gilded Shield	飾金盾牌	base_item	\N	pa9	"[""Gilded Shield"", ""armor"", ""ashd"", ""飾金盾牌""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::gth	Gothic Plate	哥德戰甲	base_item	\N	gth	"[""Gothic Plate"", ""armor"", ""tors"", ""哥德戰甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::gts	Gothic Shield	哥德盾牌	base_item	\N	gts	"[""Gothic Shield"", ""armor"", ""shie"", ""哥德盾牌""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::xrn	Grand Crown	巨皇冠	base_item	\N	xrn	"[""Grand Crown"", ""armor"", ""helm"", ""巨皇冠""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::urs	Great Hauberk	巨型鱗鎧胸甲	base_item	\N	urs	"[""Great Hauberk"", ""armor"", ""tors"", ""巨型鱗鎧胸甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::ghm	Great Helm	卓越頭盔	base_item	\N	ghm	"[""Great Helm"", ""armor"", ""helm"", ""卓越頭盔""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::hbt	Greaves	護脛	base_item	\N	hbt	"[""Greaves"", ""armor"", ""boot"", ""護脛""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::dr7	Griffon Headress	獅鷲獸頭帶	base_item	\N	dr7	"[""Griffon Headress"", ""armor"", ""pelt"", ""獅鷲獸頭帶""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::xh9	Grim Helm	殘酷頭盔	base_item	\N	xh9	"[""Grim Helm"", ""armor"", ""helm"", ""殘酷頭盔""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::xsh	Grim Shield	冷酷之盾	base_item	\N	xsh	"[""Grim Shield"", ""armor"", ""shie"", ""冷酷之盾""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::wa5	Grimoire	wa5	base_item	\N	wa5	"[""Grimoire"", ""armor"", ""grim"", ""wa5""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::baf	Guardian Crown	守護者皇冠面甲	base_item	\N	baf	"[""Guardian Crown"", ""armor"", ""phlm"", ""守護者皇冠面甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::hla	Hard Leather Armor	硬皮甲	base_item	\N	hla	"[""Hard Leather Armor"", ""armor"", ""tors"", ""硬皮甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::dr2	Hawk Helm	飛鷹頭盔	base_item	\N	dr2	"[""Hawk Helm"", ""armor"", ""pelt"", ""飛鷹頭盔""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::uuc	Heater	防寒圓盾	base_item	\N	uuc	"[""Heater"", ""armor"", ""shie"", ""防寒圓盾""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::tbl	Heavy Belt	重扣帶	base_item	\N	tbl	"[""Heavy Belt"", ""armor"", ""belt"", ""重扣帶""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::vbt	Heavy Boots	重靴	base_item	\N	vbt	"[""Heavy Boots"", ""armor"", ""boot"", ""重靴""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::xmg	Heavy Bracers	重型手鐲	base_item	\N	xmg	"[""Heavy Bracers"", ""armor"", ""glov"", ""重型手鐲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::vgl	Heavy Gloves	重手套	base_item	\N	vgl	"[""Heavy Gloves"", ""armor"", ""glov"", ""重手套""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::nea	Heirophant Trophy	祭司印記	base_item	\N	nea	"[""Heirophant Trophy"", ""armor"", ""head"", ""祭司印記""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::ult	Hellforge Plate	地獄鍛甲	base_item	\N	ult	"[""Hellforge Plate"", ""armor"", ""tors"", ""地獄鍛甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::neg	Hellspawn Skull	地獄爪牙之骨	base_item	\N	neg	"[""Hellspawn Skull"", ""armor"", ""head"", ""地獄爪牙之骨""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::hlm	Helm	頭盔	base_item	\N	hlm	"[""Helm"", ""armor"", ""helm"", ""頭盔""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::pa3	Heraldic Shield	紋章盾	base_item	\N	pa3	"[""Heraldic Shield"", ""armor"", ""ashd"", ""紋章盾""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::ba3	Horned Helm	角盔	base_item	\N	ba3	"[""Horned Helm"", ""armor"", ""phlm"", ""角盔""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::dr8	Hunter's Guise	獵人的偽裝	base_item	\N	dr8	"[""Hunter's Guise"", ""armor"", ""pelt"", ""獵人的偽裝""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::ukp	Hydraskull	九頭蛇頭蓋骨圓帽	base_item	\N	ukp	"[""Hydraskull"", ""armor"", ""helm"", ""九頭蛇頭蓋骨圓帽""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::urg	Hyperion	亥伯龍盾	base_item	\N	urg	"[""Hyperion"", ""armor"", ""shie"", ""亥伯龍盾""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::ba1	Jawbone Cap	顎骨帽	base_item	\N	ba1	"[""Jawbone Cap"", ""armor"", ""phlm"", ""顎骨帽""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::ba6	Jawbone Visor	顎骨面甲	base_item	\N	ba6	"[""Jawbone Visor"", ""armor"", ""phlm"", ""顎骨面甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::kit	Kite Shield	輕盾	base_item	\N	kit	"[""Kite Shield"", ""armor"", ""shie"", ""輕盾""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::uld	Kraken Shell	海妖殼甲	base_item	\N	uld	"[""Kraken Shell"", ""armor"", ""tors"", ""海妖殼甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::uth	Lacquered Plate	漆甲	base_item	\N	uth	"[""Lacquered Plate"", ""armor"", ""tors"", ""漆甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::lrg	Large Shield	大盾牌	base_item	\N	lrg	"[""Large Shield"", ""armor"", ""shie"", ""大盾牌""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::lea	Leather Armor	皮甲	base_item	\N	lea	"[""Leather Armor"", ""armor"", ""tors"", ""皮甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::lgl	Leather Gloves	皮手套	base_item	\N	lgl	"[""Leather Gloves"", ""armor"", ""glov"", ""皮手套""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::vbl	Light Belt	輕扣帶	base_item	\N	vbl	"[""Light Belt"", ""armor"", ""belt"", ""輕扣帶""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::tgl	Light Gauntlets	輕型鐵手套	base_item	\N	tgl	"[""Light Gauntlets"", ""armor"", ""glov"", ""輕型鐵手套""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::ltp	Light Plate	輕型裝甲	base_item	\N	ltp	"[""Light Plate"", ""armor"", ""tors"", ""輕型裝甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::tbt	Light Plated Boots	輕型金屬靴	base_item	\N	tbt	"[""Light Plated Boots"", ""armor"", ""boot"", ""輕型金屬靴""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::xng	Linked Mail	連扣戰甲	base_item	\N	xng	"[""Linked Mail"", ""armor"", ""tors"", ""連扣戰甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::ba7	Lion Helm	獅頭尖盔	base_item	\N	ba7	"[""Lion Helm"", ""armor"", ""phlm"", ""獅頭尖盔""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::ucl	Loricated Mail	甲殼鎧鱗甲	base_item	\N	ucl	"[""Loricated Mail"", ""armor"", ""tors"", ""甲殼鎧鱗甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::uml	Luna	月精靈護盾	base_item	\N	uml	"[""Luna"", ""armor"", ""shie"", ""月精靈護盾""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::xtp	Mage Plate	法師鎧甲	base_item	\N	xtp	"[""Mage Plate"", ""armor"", ""tors"", ""法師鎧甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::msk	Mask	面具	base_item	\N	msk	"[""Mask"", ""armor"", ""helm"", ""面具""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::xhn	Mesh Armor	織網戰甲	base_item	\N	xhn	"[""Mesh Armor"", ""armor"", ""tors"", ""織網戰甲""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::zmb	Mesh Belt	織網腰帶	base_item	\N	zmb	"[""Mesh Belt"", ""armor"", ""belt"", ""織網腰帶""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::xmb	Mesh Boots	織網之靴	base_item	\N	xmb	"[""Mesh Boots"", ""armor"", ""boot"", ""織網之靴""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::neb	Minion Skull	隨侍之骨	base_item	\N	neb	"[""Minion Skull"", ""armor"", ""head"", ""隨侍之骨""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::utb	Mirrored Boots	鏡化靴	base_item	\N	utb	"[""Mirrored Boots"", ""armor"", ""boot"", ""鏡化靴""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::umc	Mithril Coil	秘銀腰帶	base_item	\N	umc	"[""Mithril Coil"", ""armor"", ""belt"", ""秘銀腰帶""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::uit	Monarch	統治者大盾	base_item	\N	uit	"[""Monarch"", ""armor"", ""shie"", ""統治者大盾""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::ne6	Mummified Trophy	木乃伊印記	base_item	\N	ne6	"[""Mummified Trophy"", ""armor"", ""head"", ""木乃伊印記""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::uhb	Myrmidon Greaves	極速靴	base_item	\N	uhb	"[""Myrmidon Greaves"", ""armor"", ""boot"", ""極速靴""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::wad	Occult Codex	wad	base_item	\N	wad	"[""Occult Codex"", ""armor"", ""grim"", ""wad""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::wac	Occult Tome	wac	base_item	\N	wac	"[""Occult Tome"", ""armor"", ""grim"", ""wac""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::uhg	Ogre Gauntlets	食人魔鐵手套	base_item	\N	uhg	"[""Ogre Gauntlets"", ""armor"", ""glov"", ""食人魔鐵手套""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
base::wa1	Old Book	wa1	base_item	\N	wa1	"[""Old Book"", ""armor"", ""grim"", ""wa1""]"	blizzhackers/d2data	True	"{""source_file"": ""armor.json""}"
