monster::blood-clan::goatman3	magic	\N	\N	\N
monster::blood-clan::goatman3	fire	\N	\N	100
monster::blood-clan::goatman3	lightning	\N	\N	\N
monster::blood-clan::goatman3	cold	\N	\N	\N
monster::blood-clan::goatman3	poison	\N	\N	\N
monster::blood-clan::goatman3	drain_effectiveness	100	90	80
monster::blood-clan::goatman9	physical	\N	\N	40
monster::blood-clan::goatman9	magic	30	50	50
monster::blood-clan::goatman9	fire	60	100	110
monster::blood-clan::goatman9	lightning	\N	\N	25
monster::blood-clan::goatman9	cold	\N	\N	50
monster::blood-clan::goatman9	poison	\N	25	25
monster::blood-clan::goatman9	drain_effectiveness	100	90	80
monster::blood-diver::batdemon4	physical	\N	\N	15
monster::blood-diver::batdemon4	magic	\N	\N	25
monster::blood-diver::batdemon4	fire	\N	\N	105
monster::blood-diver::batdemon4	lightning	\N	\N	\N
monster::blood-diver::batdemon4	cold	\N	\N	\N
monster::blood-diver::batdemon4	poison	\N	\N	\N
monster::blood-diver::batdemon4	drain_effectiveness	100	85	75
monster::blood-golem::bloodgolem	physical	\N	\N	\N
monster::blood-golem::bloodgolem	magic	20	20	20
monster::blood-golem::bloodgolem	fire	\N	\N	\N
monster::blood-golem::bloodgolem	lightning	\N	\N	\N
monster::blood-golem::bloodgolem	cold	\N	\N	\N
monster::blood-golem::bloodgolem	poison	20	20	20
monster::blood-golem::bloodgolem	drain_effectiveness	100	100	100
monster::blood-hawk::foulcrow2	physical	\N	\N	\N
monster::blood-hawk::foulcrow2	magic	\N	\N	\N
monster::blood-hawk::foulcrow2	fire	\N	\N	25
monster::blood-hawk::foulcrow2	lightning	\N	\N	\N
monster::blood-hawk::foulcrow2	cold	\N	\N	\N
monster::blood-hawk::foulcrow2	poison	\N	\N	105
monster::blood-hawk::foulcrow2	drain_effectiveness	100	100	100
monster::blood-hawk::foulcrow6	physical	\N	\N	\N
monster::blood-hawk::foulcrow6	magic	\N	40	50
monster::blood-hawk::foulcrow6	fire	60	80	100
monster::blood-hawk::foulcrow6	lightning	\N	\N	25
monster::blood-hawk::foulcrow6	cold	\N	\N	15
monster::blood-hawk::foulcrow6	poison	\N	\N	\N
monster::blood-hawk::foulcrow6	drain_effectiveness	100	100	100
monster::blood-hawk-nest::crownest2	physical	\N	\N	\N
monster::blood-hawk-nest::crownest2	magic	\N	\N	\N
monster::blood-hawk-nest::crownest2	fire	\N	\N	\N
monster::blood-hawk-nest::crownest2	lightning	\N	\N	\N
monster::blood-hawk-nest::crownest2	cold	\N	\N	\N
monster::blood-hawk-nest::crownest2	poison	\N	\N	\N
monster::blood-hawk-nest::crownest2	drain_effectiveness	100	75	50
monster::blood-hook::mosquito3	physical	\N	\N	\N
monster::blood-hook::mosquito3	magic	\N	\N	\N
monster::blood-hook::mosquito3	fire	\N	\N	\N
monster::blood-hook::mosquito3	lightning	\N	\N	33
monster::blood-hook::mosquito3	cold	\N	\N	\N
monster::blood-hook::mosquito3	poison	\N	\N	115
monster::blood-hook::mosquito3	drain_effectiveness	100	75	50
monster::blood-lord::bloodlord3	physical	\N	\N	100
monster::blood-lord::bloodlord3	magic	\N	\N	33
monster::blood-lord::bloodlord3	fire	\N	\N	33
monster::blood-lord::bloodlord3	lightning	\N	\N	33
monster::blood-lord::bloodlord3	cold	\N	\N	33
monster::blood-lord::bloodlord3	poison	\N	\N	33
monster::blood-lord::bloodlord3	drain_effectiveness	100	85	75
monster::blood-lord::vampire4	physical	60	45	45
monster::blood-lord::vampire4	magic	\N	\N	\N
monster::blood-lord::vampire4	fire	\N	\N	33
monster::blood-lord::vampire4	lightning	\N	\N	25
monster::blood-lord::vampire4	cold	50	50	140
monster::blood-lord::vampire4	poison	\N	50	50
monster::blood-lord::vampire4	drain_effectiveness	100	85	75
monster::blood-lord::vampire6	physical	60	60	75
monster::blood-lord::vampire6	magic	\N	\N	\N
monster::blood-lord::vampire6	fire	\N	\N	33
monster::blood-lord::vampire6	lightning	\N	\N	33
monster::blood-lord::vampire6	cold	50	50	125
monster::blood-lord::vampire6	poison	\N	50	50
monster::blood-lord::vampire6	drain_effectiveness	100	85	75
monster::blood-maggot::sandmaggot5	physical	\N	\N	66
monster::blood-maggot::sandmaggot5	magic	\N	\N	\N
monster::blood-maggot::sandmaggot5	fire	\N	\N	33
monster::blood-maggot::sandmaggot5	lightning	\N	\N	\N
monster::blood-maggot::sandmaggot5	cold	\N	\N	\N
monster::blood-maggot::sandmaggot5	poison	\N	\N	125
monster::blood-maggot::sandmaggot5	drain_effectiveness	100	75	50
monster::blood-maggot::sandmaggot6	physical	\N	\N	40
monster::blood-maggot::sandmaggot6	magic	\N	\N	\N
monster::blood-maggot::sandmaggot6	fire	\N	\N	25
monster::blood-maggot::sandmaggot6	lightning	\N	\N	100
monster::blood-maggot::sandmaggot6	cold	\N	\N	25
monster::blood-maggot::sandmaggot6	poison	\N	\N	105
monster::blood-maggot::sandmaggot6	drain_effectiveness	100	75	50
monster::blood-maggot::sandmaggot7	physical	\N	\N	40
monster::blood-maggot::sandmaggot7	magic	\N	\N	\N
monster::blood-maggot::sandmaggot7	fire	\N	\N	25
monster::blood-maggot::sandmaggot7	lightning	\N	\N	100
monster::blood-maggot::sandmaggot7	cold	\N	\N	25
monster::blood-maggot::sandmaggot7	poison	\N	\N	105
monster::blood-maggot::sandmaggot7	drain_effectiveness	100	75	50
monster::blood-maggot-egg::maggotegg5	physical	\N	\N	\N
monster::blood-maggot-egg::maggotegg5	magic	\N	\N	\N
monster::blood-maggot-egg::maggotegg5	fire	\N	\N	\N
monster::blood-maggot-egg::maggotegg5	lightning	\N	\N	\N
monster::blood-maggot-egg::maggotegg5	cold	\N	\N	\N
monster::blood-maggot-egg::maggotegg5	poison	\N	\N	\N
monster::blood-maggot-egg::maggotegg5	drain_effectiveness	100	66	33
monster::blood-maggot-egg::maggotegg6	physical	\N	\N	10
monster::blood-maggot-egg::maggotegg6	magic	\N	\N	\N
monster::blood-maggot-egg::maggotegg6	fire	\N	\N	15
monster::blood-maggot-egg::maggotegg6	lightning	\N	\N	33
monster::blood-maggot-egg::maggotegg6	cold	\N	\N	15
monster::blood-maggot-egg::maggotegg6	poison	\N	\N	\N
monster::blood-maggot-egg::maggotegg6	drain_effectiveness	100	66	33
monster::blood-maggot-queen::maggotqueen5	physical	\N	\N	50
monster::blood-maggot-queen::maggotqueen5	magic	\N	\N	\N
monster::blood-maggot-queen::maggotqueen5	fire	\N	\N	\N
monster::blood-maggot-queen::maggotqueen5	lightning	\N	\N	\N
monster::blood-maggot-queen::maggotqueen5	cold	\N	\N	\N
monster::blood-maggot-queen::maggotqueen5	poison	\N	\N	120
monster::blood-maggot-queen::maggotqueen5	drain_effectiveness	100	75	50
monster::blood-maggot-young::maggotbaby5	physical	\N	\N	\N
monster::blood-maggot-young::maggotbaby5	magic	\N	\N	\N
monster::blood-maggot-young::maggotbaby5	fire	\N	\N	\N
monster::blood-maggot-young::maggotbaby5	lightning	\N	\N	\N
monster::blood-maggot-young::maggotbaby5	cold	\N	\N	\N
monster::blood-maggot-young::maggotbaby5	poison	\N	\N	100
monster::blood-maggot-young::maggotbaby5	drain_effectiveness	100	75	50
monster::blood-maggot-young::maggotbaby6	physical	\N	\N	10
monster::blood-maggot-young::maggotbaby6	magic	\N	\N	\N
monster::blood-maggot-young::maggotbaby6	fire	\N	\N	15
monster::blood-maggot-young::maggotbaby6	lightning	\N	\N	33
monster::blood-maggot-young::maggotbaby6	cold	\N	\N	15
monster::blood-maggot-young::maggotbaby6	poison	\N	\N	105
monster::blood-maggot-young::maggotbaby6	drain_effectiveness	100	75	50
monster::blood-raven::bloodraven	physical	\N	25	50
monster::blood-raven::bloodraven	magic	50	50	50
monster::blood-raven::bloodraven	fire	50	50	50
monster::blood-raven::bloodraven	lightning	50	50	50
monster::blood-raven::bloodraven	cold	50	50	50
monster::blood-raven::bloodraven	poison	50	50	50
monster::blood-raven::bloodraven	drain_effectiveness	100	85	75
monster::blood-temptress::succubus5	physical	\N	\N	25
monster::blood-temptress::succubus5	magic	\N	\N	\N
monster::blood-temptress::succubus5	fire	\N	\N	66
monster::blood-temptress::succubus5	lightning	\N	\N	50
monster::blood-temptress::succubus5	cold	\N	\N	50
monster::blood-temptress::succubus5	poison	\N	\N	120
monster::blood-temptress::succubus5	drain_effectiveness	100	85	75
monster::blood-wing::mosquito4	physical	\N	\N	\N
monster::blood-wing::mosquito4	magic	\N	\N	\N
monster::blood-wing::mosquito4	fire	\N	\N	\N
monster::blood-wing::mosquito4	lightning	\N	\N	33
monster::blood-wing::mosquito4	cold	\N	\N	\N
monster::blood-wing::mosquito4	poison	\N	\N	120
monster::blood-wing::mosquito4	drain_effectiveness	100	75	50
monster::blood-witch::succubuswitch4	physical	\N	\N	10
monster::blood-witch::succubuswitch4	magic	\N	\N	\N
monster::blood-witch::succubuswitch4	fire	\N	\N	120
monster::blood-witch::succubuswitch4	lightning	\N	\N	66
monster::blood-witch::succubuswitch4	cold	\N	\N	50
monster::blood-witch::succubuswitch4	poison	\N	\N	25
monster::blood-witch::succubuswitch4	drain_effectiveness	100	85	75
monster::blunderbore::blunderbore1	physical	\N	\N	55
monster::blunderbore::blunderbore1	magic	\N	\N	\N
monster::blunderbore::blunderbore1	fire	\N	\N	115
monster::blunderbore::blunderbore1	lightning	\N	\N	50
monster::blunderbore::blunderbore1	cold	\N	\N	50
monster::blunderbore::blunderbore1	poison	\N	\N	\N
monster::blunderbore::blunderbore1	drain_effectiveness	100	100	100
monster::blunderbore::blunderbore5	physical	\N	40	75
monster::blunderbore::blunderbore5	magic	\N	\N	\N
monster::blunderbore::blunderbore5	fire	\N	15	33
monster::blunderbore::blunderbore5	lightning	\N	15	33
monster::blunderbore::blunderbore5	cold	\N	15	33
monster::blunderbore::blunderbore5	poison	\N	\N	\N
monster::blunderbore::blunderbore5	drain_effectiveness	100	100	100
monster::bog-creature::frogdemon2	physical	\N	\N	15
monster::bog-creature::frogdemon2	magic	\N	\N	\N
monster::bog-creature::frogdemon2	fire	\N	\N	\N
monster::bog-creature::frogdemon2	lightning	\N	\N	\N
monster::bog-creature::frogdemon2	cold	\N	\N	120
monster::bog-creature::frogdemon2	poison	\N	\N	50
monster::bog-creature::frogdemon2	drain_effectiveness	100	85	75
monster::bone-archer::sk_archer3	physical	\N	\N	45
monster::bone-archer::sk_archer3	magic	\N	\N	\N
monster::bone-archer::sk_archer3	fire	\N	\N	33
monster::bone-archer::sk_archer3	lightning	\N	\N	\N
monster::bone-archer::sk_archer3	cold	20	50	75
monster::bone-archer::sk_archer3	poison	50	60	105
monster::bone-archer::sk_archer3	drain_effectiveness	\N	\N	\N
monster::bone-archer::sk_archer7	physical	\N	\N	33
monster::bone-archer::sk_archer7	magic	\N	\N	10
monster::bone-archer::sk_archer7	fire	\N	\N	25
monster::bone-archer::sk_archer7	lightning	25	33	50
monster::bone-archer::sk_archer7	cold	50	75	90
monster::bone-archer::sk_archer7	poison	110	110	110
monster::bone-archer::sk_archer7	drain_effectiveness	\N	\N	\N
monster::bone-mage::skmage_cold2	physical	\N	\N	33
monster::bone-mage::skmage_cold2	magic	\N	\N	\N
monster::bone-mage::skmage_cold2	fire	\N	\N	\N
monster::bone-mage::skmage_cold2	lightning	\N	\N	\N
monster::bone-mage::skmage_cold2	cold	30	50	150
monster::bone-mage::skmage_cold2	poison	50	60	75
monster::bone-mage::skmage_cold2	drain_effectiveness	\N	\N	\N
monster::bone-mage::skmage_cold5	physical	\N	\N	33
monster::bone-mage::skmage_cold5	magic	\N	\N	\N
monster::bone-mage::skmage_cold5	fire	\N	\N	50
monster::bone-mage::skmage_cold5	lightning	\N	\N	\N
monster::bone-mage::skmage_cold5	cold	30	75	160
monster::bone-mage::skmage_cold5	poison	50	100	110
monster::bone-mage::skmage_cold5	drain_effectiveness	\N	\N	\N
